,virus_species_from_file,accession_with_version,subfamily,genus,subgenus,species,host,Sequence length,GC content,Melting temperature,GC skew,date,datetime,ZDNABERT intervals total length,ZDNABERT intervals number,ZHUNT intervals total length,ZHUNT intervals number
1395,SARS-CoV-2-10k-new,OX675813.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29886,37.97077103981186,77.75991265878417,0.034376977606617454,2021-06-28,2021-06-28,1403,7,99,18
1396,SARS-CoV-2-10k-new,OY349987.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29896,37.89829768659973,77.73580992833104,0.029460190944479273,2021-10-14,2021-10-14,409,4,99,18
1397,SARS-CoV-2-10k-new,OX754212.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,38.02482534083972,77.78582855420944,0.032659969994369986,2021-08-11,2021-08-11,934,6,99,18
1398,SARS-CoV-2-10k-new,BS000931.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29782,37.96588543415486,77.75913652855996,0.03534758855026618,2020-12-15,2020-12-15,1885,6,99,18
1399,SARS-CoV-2-10k-new,OX838375.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29841,37.89714593430264,77.72946214878436,0.03592711511036101,2022-12-26,2022-12-26,1386,6,99,18
1400,SARS-CoV-2-10k-new,OY601397.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.99092239018718,77.77433806029529,0.02760621643580021,2020-11-16,2020-11-16,873,8,99,18
1401,SARS-CoV-2-10k-new,OM662115.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29747,37.966853800383234,77.75791932434498,0.036015142343585466,2022-01-23,2022-01-23,1525,12,99,18
1402,SARS-CoV-2-10k-new,ON894431.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29663,37.90708650799002,77.73323854110049,0.0354998228937138,2022-06-09,2022-06-09,1448,12,99,18
1403,SARS-CoV-2-10k-new,OY305839.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.9682257070465,77.75948577390403,0.03762884666467165,2022-02-28,2022-02-28,1379,6,99,18
1404,SARS-CoV-2-10k-new,OX526982.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29890,37.958933913516454,77.75606665690043,0.034409759355019484,2021-08-30,2021-08-30,1252,11,99,18
1405,SARS-CoV-2-10k-new,OY015191.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29867,38.05917075599175,77.80455457870983,0.03379755888667899,2021-12-29,2021-12-29,1426,11,91,17
1406,SARS-CoV-2-10k-new,OX792710.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29867,38.07830587491605,77.81328241108133,0.0319539611901471,2022-01-06,2022-01-06,867,12,79,15
1407,SARS-CoV-2-10k-new,OY431579.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29890,37.89032366258594,77.7283667413326,0.03817156047556401,2021-11-30,2021-11-30,1295,10,99,18
1408,SARS-CoV-2-10k-new,MT706433.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29782,38.016251427036465,77.77924091200089,0.03461493017875164,2020-04-25,2020-04-25,1453,8,99,18
1409,SARS-CoV-2-10k-new,OL838583.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29787,37.95409483482878,77.75396454308861,0.0363627375127832,2021-11-12,2021-11-12,1779,9,99,18
1410,SARS-CoV-2-10k-new,OX561535.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.87776350483402,77.71762162997283,0.031860914391363536,2020-12-21,2020-12-21,1017,7,99,18
1411,SARS-CoV-2-10k-new,OL904032.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29824,37.966067596566525,77.7579539710319,0.034421632401212626,2021-09-01,2021-09-01,1325,10,99,18
1412,SARS-CoV-2-10k-new,OP421948.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29718,37.859209906454,77.71417499182706,0.04049826584961217,2022-08-30,2022-08-30,1363,10,99,18
1413,SARS-CoV-2-10k-new,OX313208.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.919381249346756,77.7460450677184,0.031407094205640626,2022-02-07,2022-02-07,1172,10,87,17
1414,SARS-CoV-2-10k-new,OX550111.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29890,37.926298157453935,77.74584338179324,0.03529654974489708,2021-06-18,2021-06-18,1265,10,99,18
1415,SARS-CoV-2-10k-new,MW689783.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29839,37.97714400616643,77.76409679686708,0.034231823231156505,2021-02-05,2021-02-05,1157,10,112,23
1416,SARS-CoV-2-10k-new,OL928045.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29811,37.93230686659287,77.7448395542122,0.03863736367410604,2021-11-09,2021-11-09,1358,10,99,18
1417,SARS-CoV-2-10k-new,OX667902.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29866,38.06122448979592,77.80545377881754,0.03431819927774226,2022-02-04,2022-02-04,1262,11,79,15
1418,SARS-CoV-2-10k-new,OX540713.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29890,37.919485565007705,77.74236730198231,0.03484712171024097,2021-06-29,2021-06-29,1265,10,99,18
1419,SARS-CoV-2-10k-new,OX663192.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29884,37.979813725108144,77.76057042291075,0.019132944460834213,2021-02-17,2021-02-17,1327,20,89,16
1420,SARS-CoV-2-10k-new,OP450679.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29844,37.83928691106494,77.71052565354324,0.03708330692376803,2022-09-06,2022-09-06,1270,8,99,18
1421,SARS-CoV-2-10k-new,OY615272.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.89943148402274,77.7263485232225,0.010156469419503019,2020-11-30,2020-11-30,465,4,81,15
1422,SARS-CoV-2-10k-new,ON559725.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29753,37.908054531308146,77.72909103544515,0.03522421230443751,2022-01-26,2022-01-26,2015,23,99,18
1423,SARS-CoV-2-10k-new,MZ146069.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29763,37.97668245808554,77.76304950405631,0.03538122747500894,2021-04-16,2021-04-16,1607,11,99,18
1424,SARS-CoV-2-10k-new,MZ599877.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29846,38.001742277022046,77.77446846617823,0.03417041945896333,2021-01-14,2021-01-14,1395,14,99,18
1425,SARS-CoV-2-10k-new,OP421300.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29709,37.88414285233431,77.72624849204374,0.039915693024412516,2022-08-27,2022-08-27,1349,7,99,18
1426,SARS-CoV-2-10k-new,OY591174.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.994962216624685,77.76887703630297,0.03323095022454982,2020-10-08,2020-10-08,1013,10,99,18
1427,SARS-CoV-2-10k-new,OM409619.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29717,37.964801292189655,77.75814870716874,0.03563496650293026,2022-01-10,2022-01-10,1888,18,99,18
1428,SARS-CoV-2-10k-new,OX721013.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29873,37.9533590942987,77.75376236624243,0.035158669845393606,2022-04-11,2022-04-11,1318,7,99,18
1429,SARS-CoV-2-10k-new,OY449073.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29890,37.90065981176943,77.73365869326773,0.03534602456083362,2021-09-20,2021-09-20,1265,10,99,18
1430,SARS-CoV-2-10k-new,OM518604.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29792,37.9423174228369,77.74435712022535,0.03685345125811113,2022-01-17,2022-01-17,1428,9,99,18
1431,SARS-CoV-2-10k-new,OP400156.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29813,37.888698802455465,77.72292096602672,0.036570749525760726,2022-08-27,2022-08-27,1255,8,99,18
1432,SARS-CoV-2-10k-new,OX305553.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.96899800749721,77.76420651904323,0.03310119101539708,2021-11-24,2021-11-24,994,6,99,18
1433,SARS-CoV-2-10k-new,OX822594.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29864,37.933729821580286,77.74144362228577,0.03748280366410097,2022-01-08,2022-01-08,1373,14,99,18
1434,SARS-CoV-2-10k-new,OX635294.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29847,37.84278522899285,77.70781417721582,0.03459302115862633,2023-03-09,2023-03-09,914,3,99,18
1435,SARS-CoV-2-10k-new,OQ895376.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29675,37.91601971241477,77.73772730008562,0.036598766332665525,2022-04,2022-04-01,1391,8,99,18
1436,SARS-CoV-2-10k-new,OM757782.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29684,37.93626195930467,77.74504861210244,0.03532571019470116,2022-02-07,2022-02-07,1523,16,99,18
1437,SARS-CoV-2-10k-new,OY358863.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,38.00855431993156,77.77808241883281,0.030565774135124256,2020-04-10,2020-04-10,998,5,99,18
1438,SARS-CoV-2-10k-new,ON338768.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29814,37.92178171328906,77.74040735525892,0.03901680695851338,2021-12-01,2021-12-01,1322,10,99,18
1439,SARS-CoV-2-10k-new,MZ242642.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29706,37.97212684306201,77.76531142664936,0.03622376495566106,2021-04-27,2021-04-27,1627,11,99,18
1440,SARS-CoV-2-10k-new,OW477909.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29873,38.074042673449206,77.80771550358946,0.032459409690004284,2022-01-03,2022-01-03,1309,7,99,18
1441,SARS-CoV-2-10k-new,MZ268325.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29782,37.96588543415486,77.75553642393123,0.035908571400091856,2021-05-08,2021-05-08,1812,6,99,18
1442,SARS-CoV-2-10k-new,OY710236.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29772,37.36786469344609,77.479512506047,0.03925335597399664,2022-02-12,2022-02-12,767,17,53,11
1443,SARS-CoV-2-10k-new,ON689473.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29848,37.851782363977485,77.7141189261481,0.03594439736735789,2022-05-13,2022-05-13,1525,7,99,18
1444,SARS-CoV-2-10k-new,OM310101.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29752,37.96383436407636,77.75514226805296,0.03554853123240778,2021-12-28,2021-12-28,1523,16,99,18
1445,SARS-CoV-2-10k-new,OL715478.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29812,37.94239236379525,77.74995471107695,0.037785454302169,2021-11-26,2021-11-26,1488,7,99,18
1446,SARS-CoV-2-10k-new,OX922922.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29882,38.09077809798271,77.81718476473043,0.034494289315448054,2022-02-01,2022-02-01,1460,15,91,17
1447,SARS-CoV-2-10k-new,OY490717.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.86196020534845,77.71869333734958,0.031637298002976266,2022-02-14,2022-02-14,1419,9,99,18
1448,SARS-CoV-2-10k-new,OX977480.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29761,38.075530263838594,77.7999639672961,0.034428297218263036,2022-01-05,2022-01-05,968,9,79,15
1449,SARS-CoV-2-10k-new,OY480500.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29873,37.88688375844339,77.7250317648863,0.03494055595820627,2022-01-17,2022-01-17,1196,11,99,18
1450,SARS-CoV-2-10k-new,OY322606.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.88080422975938,77.7293402831624,0.033089766145946525,2022-05-11,2022-05-11,1158,12,99,18
1451,SARS-CoV-2-10k-new,OY555164.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29873,37.90469637020472,77.73195679159232,0.03581222329748064,2022-01-04,2022-01-04,951,6,84,12
1452,SARS-CoV-2-10k-new,MZ140718.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29695,37.96935511028793,77.76322044379941,0.03459103485453279,2021-04-18,2021-04-18,1687,17,99,18
1453,SARS-CoV-2-10k-new,OX879737.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29844,37.90159967737599,77.73164470632969,0.035553452034200884,2022-06-28,2022-06-28,1257,7,99,18
1454,SARS-CoV-2-10k-new,OM871954.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29717,37.964801292189655,77.75714996269136,0.03564998608769869,2022-02-10,2022-02-10,1888,18,99,18
1455,SARS-CoV-2-10k-new,MW493780.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29899,37.958255284987956,77.75939636182869,0.03378808136981914,2020-03-15,2020-03-15,1256,10,99,18
1456,SARS-CoV-2-10k-new,OY339026.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29782,38.014511426052756,77.78134928334896,0.03551142209467502,2020-05-09,2020-05-09,1799,7,99,18
1457,SARS-CoV-2-10k-new,OY355442.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29896,37.973074937452836,77.76020664609246,0.020966413949023332,2021-10-02,2021-10-02,936,8,91,17
1458,SARS-CoV-2-10k-new,OY368715.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.942658305846535,77.74487346344631,0.030944511806290268,2020-12-06,2020-12-06,839,12,99,18
1459,SARS-CoV-2-10k-new,OY457204.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29847,37.853714208989295,77.71537838198776,0.03543226996387009,2022-04-16,2022-04-16,1291,6,99,18
1460,SARS-CoV-2-10k-new,OY565007.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29874,37.94656462700213,77.75009830741789,0.03431696018241889,2022-02-07,2022-02-07,1440,7,99,18
1461,SARS-CoV-2-10k-new,OX892697.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.926968941588626,77.73870053387049,0.03272646695018937,2021-08-13,2021-08-13,878,4,99,18
1462,SARS-CoV-2-10k-new,OP724154.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29658,37.88185312563221,77.7254738808229,0.03668424371384554,2022-10-06,2022-10-06,1573,12,99,18
1463,SARS-CoV-2-10k-new,OM337821.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29779,37.927292457948994,77.73659914583442,0.03965592916448259,2021-12-28,2021-12-28,1961,16,99,18
1464,SARS-CoV-2-10k-new,OX877355.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29859,37.899300273805906,77.73165703504446,0.0334444869164337,2022-03-31,2022-03-31,1386,12,99,18
1465,SARS-CoV-2-10k-new,OX837108.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29847,37.932902264802465,77.74677853473003,0.034926193926200756,2023-02-19,2023-02-19,1292,6,99,18
1466,SARS-CoV-2-10k-new,OP405882.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29715,37.89668517583712,77.73115379668025,0.039859742341115924,2022-08-22,2022-08-22,1349,9,99,18
1467,SARS-CoV-2-10k-new,OL821811.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29820,37.90582237724712,77.73649331067907,0.03601125999222735,2021-11-28,2021-11-28,1295,15,99,18
1468,SARS-CoV-2-10k-new,OW110295.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29873,37.93703906036602,77.74502159007847,0.03582767678350511,2021-12-18,2021-12-18,951,6,99,18
1469,SARS-CoV-2-10k-new,OM339652.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29684,37.973318959708934,77.76137692680197,0.03538961430814611,2021-12-27,2021-12-27,1527,16,99,18
1470,SARS-CoV-2-10k-new,OM871877.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29716,37.95598330865527,77.75441439759396,0.035752091603827175,2022-02-09,2022-02-09,1888,18,99,18
1471,SARS-CoV-2-10k-new,OY308747.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.817601996603,77.6952545361388,0.03841332992160193,2022-03-25,2022-03-25,1247,11,109,20
1472,SARS-CoV-2-10k-new,OY574847.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29850,37.85639395271755,77.71233612307157,0.03544647189236217,2022-04-26,2022-04-26,1426,9,99,18
1473,SARS-CoV-2-10k-new,ON646640.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29790,37.972334682860996,77.75922131777673,0.03464455216233367,2021-12-15,2021-12-15,2409,12,99,18
1474,SARS-CoV-2-10k-new,OP702360.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29667,37.96137122054809,77.7549456039485,0.034878053672700325,2021-12-28,2021-12-28,2058,21,99,18
1475,SARS-CoV-2-10k-new,OL959524.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29823,37.955200858426664,77.75380276654232,0.036433321515373616,2021-12-01,2021-12-01,1886,10,99,18
1476,SARS-CoV-2-10k-new,MW990716.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29882,37.92341678939617,77.74597600065067,0.033630153441039506,2021-04-11,2021-04-11,1505,8,99,18
1477,SARS-CoV-2-10k-new,OY457461.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29873,37.89573588231306,77.72998652353812,0.03409909737869236,2022-01-12,2022-01-12,953,5,99,18
1478,SARS-CoV-2-10k-new,OD898744.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.991978791380596,77.76749771598901,0.03178609047454908,2020-11-15,2020-11-15,923,12,99,18
1479,SARS-CoV-2-10k-new,OD976578.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29901,37.96507723304231,77.75653797792432,0.03401568026800706,2021-01-23,2021-01-23,1056,9,99,18
1480,SARS-CoV-2-10k-new,OX505059.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29890,37.95223218784642,77.7514716323243,0.03518538919916565,2021-12-04,2021-12-04,1252,11,99,18
1481,SARS-CoV-2-10k-new,ON203615.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29715,37.90341578327444,77.73261360520758,0.039430235336563445,2022-03-27,2022-03-27,1005,7,99,18
1482,SARS-CoV-2-10k-new,ON475450.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29800,37.97447037822909,77.76234529630011,0.03764680894165626,2022-01-17,2022-01-17,1901,11,99,18
1483,SARS-CoV-2-10k-new,OY638774.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29769,37.91305525460455,77.72957732306259,0.03962771558672662,2022-02-05,2022-02-05,1826,9,99,18
1484,SARS-CoV-2-10k-new,OX632896.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29746,38.03911735205617,77.78331220554253,0.03466960553303827,2022-01-06,2022-01-06,1280,9,91,17
1485,SARS-CoV-2-10k-new,MZ722381.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29903,37.93264889810387,77.74839248691717,0.03323608901298248,2020-12-07,2020-12-07,1006,6,99,18
1486,SARS-CoV-2-10k-new,OU796887.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29885,37.907567293042156,77.73610637203205,0.033009250170938934,2020,2020-01-01,1452,8,99,18
1487,SARS-CoV-2-10k-new,FR997888.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29783,38.02353579543528,77.78364202478252,0.03208166844743793,2020-04-09,2020-04-09,1779,6,99,18
1488,SARS-CoV-2-10k-new,OX821416.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29876,37.878839883301865,77.71820991654516,0.03440866488743868,2022-03-31,2022-03-31,1249,10,99,18
1489,SARS-CoV-2-10k-new,OL792145.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29802,37.9471176431112,77.75043131337185,0.0342063920950525,2021-11-16,2021-11-16,1524,12,99,18
1490,SARS-CoV-2-10k-new,OL921489.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29816,37.926407942843724,77.74011799848375,0.036995259114367914,2021-11-10,2021-11-10,1403,10,99,18
1491,SARS-CoV-2-10k-new,MZ799130.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29818,37.980414514722646,77.76302092861056,0.03534068020800979,2021-04-28,2021-04-28,1618,10,99,18
1492,SARS-CoV-2-10k-new,OP286137.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29687,37.90466565605525,77.73608435609242,0.035883623935814325,2022-08-12,2022-08-12,2083,17,99,18
1493,SARS-CoV-2-10k-new,OM640257.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29804,37.97774715116474,77.75963811390346,0.03931807462701811,2022-01-24,2022-01-24,1856,15,99,18
1494,SARS-CoV-2-10k-new,OM926706.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29793,37.941938305244385,77.74454179770828,0.03628950064457075,2022-02-23,2022-02-23,1593,11,99,18
1495,SARS-CoV-2-10k-new,OX550545.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29890,37.96404309339189,77.76280139785592,0.033669984599033226,2021-06-08,2021-06-08,1078,9,99,18
1496,SARS-CoV-2-10k-new,OM520026.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29654,37.94618712817739,77.75043368107373,0.03700406945619972,2022-01-18,2022-01-18,1240,5,99,18
1497,SARS-CoV-2-10k-new,OU396622.1,Orthocoronavirinae,Betacoronavirus,Sarbecovirus,Severe acute respiratory syndrome-related coronavirus,Homo sapiens,29882,37.93357933579336,77.75040338826273,0.034250557676143496,2021-04-29,2021-04-29,1371,7,99,18
