,virus_species_from_file,accession_with_version,subfamily,genus,subgenus,species,host,Sequence length,GC content,Melting temperature,GC skew,date,datetime,ZDNABERT intervals total length,ZDNABERT intervals number,ZHUNT intervals total length,ZHUNT intervals number
838,Betacoronavirus_1,KY419103.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Sus scrofa scrofa,30632,37.111517367458866,77.41404859418384,0.1700058392975415,15-Sep-2015,2015-09-15,1651,21,312,31
839,Betacoronavirus_1,ON554056.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30655,36.59109443810145,77.15433075771364,0.17850038815324398,2018,2018-01-01,706,5,210,21
840,Betacoronavirus_1,ON554065.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30696,36.58782903309877,77.15716860736194,0.17524366296891117,2018,2018-01-01,1095,7,192,19
841,Betacoronavirus_1,KY419109.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Sus scrofa scrofa,29906,37.20992442988029,77.4540291522747,0.16952167324883505,01-Aug-2015,2015-08-01,1818,16,320,32
842,Betacoronavirus_1,KF530094.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens; sex: M; age: 11Y,30581,36.699257709035024,77.20382090789406,0.17701312845343983,22-Feb-1991,1991-02-22,993,7,174,17
843,Betacoronavirus_1,ON554059.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30680,36.56842928864837,77.14769021235236,0.1759811376426526,2018,2018-01-01,882,7,192,19
844,Betacoronavirus_1,KF923921.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30713,36.63920815289942,77.18464334620705,0.17708598907366854,May-2007,2007-05-01,1440,11,258,25
845,Betacoronavirus_1,OP037405.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,30842,36.99500680889696,77.33441909964307,0.1867982338339133,2021,2021-01-01,427,4,260,26
846,Betacoronavirus_1,ON554062.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30701,36.601413634735025,77.16470874345663,0.17456198844748344,2018,2018-01-01,1189,13,214,21
847,Betacoronavirus_1,LC494138.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30954,37.08082961814305,77.37233551585314,0.18088170111701576,2015-05,2015-05-01,1242,13,260,26
848,Betacoronavirus_1,KF530081.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens; sex: F; age: 11Y,30571,36.69490693794773,77.20214945461112,0.17678443783070727,07-Jan-1999,1999-01-07,900,3,174,17
849,Betacoronavirus_1,MW532111.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30677,36.607230172441895,77.16892147438364,0.1760007342645202,12-Mar-2009,2009-03-12,495,1,192,19
850,Betacoronavirus_1,OP037437.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31001,37.0246121092868,77.35089563845412,0.17884664248178175,2022,2022-01-01,1684,11,326,32
851,Betacoronavirus_1,MG197718.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30538,36.64287117689436,77.17577136354691,0.17841461000227346,12-Mar-2015,2015-03-12,1209,6,170,17
852,Betacoronavirus_1,ON554057.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30708,36.59958317050931,77.16441927263355,0.17524914903188726,2018,2018-01-01,1263,9,258,25
853,Betacoronavirus_1,AY585228.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30741,36.788002992745845,77.25131601598008,0.18012556175803357,04-AUG-2004,2004-08-04,1730,15,264,26
854,Betacoronavirus_1,OP037403.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,30956,37.049360382478355,77.35634920733003,0.1829116057858392,2020,2020-01-01,2065,24,326,32
855,Betacoronavirus_1,ON554030.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30739,36.6374963401542,77.17796668352167,0.17673705236908088,2016,2016-01-01,1060,7,258,25
856,Betacoronavirus_1,ON554072.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30746,36.61614518961816,77.17147026010599,0.17467911803749422,2019,2019-01-01,813,8,210,21
857,Betacoronavirus_1,MH828490.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30716,36.64539653600729,77.18712162697074,0.1759678902395872,17-Apr-2015,2015-04-17,1384,12,240,23
858,Betacoronavirus_1,ON554024.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30684,36.61517403206883,77.16443319121242,0.17507060068625202,2016,2016-01-01,881,6,192,19
859,Betacoronavirus_1,ON554073.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30689,36.58409217010999,77.1570096355428,0.17601859657560023,2019,2019-01-01,930,5,192,19
860,Betacoronavirus_1,ON461794.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30707,36.59674420122011,77.16197057663425,0.17456839319758394,2019-10-26,2019-10-26,875,6,200,20
861,Betacoronavirus_1,KF923895.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30731,36.64052585337282,77.18800960512067,0.1780282663619825,Jul-2010,2010-07-01,1266,11,258,25
862,Betacoronavirus_1,ON461795.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30715,36.582422957769445,77.15909613002594,0.17601244461568785,2020-01-28,2020-01-28,1358,7,258,25
863,Betacoronavirus_1,OP037434.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31015,37.059487344833144,77.36772540112639,0.1803932730287455,2019,2019-01-01,1102,17,326,32
864,Betacoronavirus_1,OQ621720.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,dog,30715,36.545661728797,77.12449594963834,0.19451602381598085,2021,2021-01-01,1320,18,224,22
865,Betacoronavirus_1,MG197714.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30551,36.58800039278584,77.15776307368264,0.1792749087179508,13-Jul-2015,2015-07-13,1313,7,192,19
866,Betacoronavirus_1,LC756669.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30752,36.566727367325704,77.15469314078206,0.17761974804912575,2021,2021-01-01,1055,8,276,27
867,Betacoronavirus_1,LC494168.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30950,37.033925686591274,77.35507886777236,0.18128118046727706,2009-01,2009-01-01,958,11,260,26
868,Betacoronavirus_1,KF906251.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,dromedary camel,31052,36.95736184464769,77.3262696030178,0.1826514420809083,21-May-2013,2013-05-21,1036,7,206,20
869,Betacoronavirus_1,ON376725.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30746,36.79177779223314,77.24285454048578,0.18261978985616947,Mar-2021,2021-03-01,1394,11,256,25
870,Betacoronavirus_1,OK391223.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,29818,36.672479710242136,77.18833617073619,0.17519147536417998,23-Jan-2019,2019-01-23,946,3,174,17
871,Betacoronavirus_1,MW532117.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30695,36.559700276918065,77.14589693135719,0.17515881439132097,05-Jun-2017,2017-06-05,943,5,192,19
872,Betacoronavirus_1,KF923917.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30713,36.635952202650344,77.18136491124858,0.17717589101314568,Jun-2007,2007-06-01,1440,11,258,25
873,Betacoronavirus_1,LC494170.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30938,37.03212877367639,77.35592717304667,0.18011683700381295,2010-01,2010-01-01,301,2,260,26
874,Betacoronavirus_1,MW532114.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30695,36.62159960905685,77.16725302485952,0.1753463365617118,12-Aug-2017,2017-08-12,949,4,192,19
875,Betacoronavirus_1,OP296992.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31032,37.04240783707141,77.35597366471808,0.18398123840807218,24-Mar-2017,2017-03-24,1060,12,308,30
876,Betacoronavirus_1,LC654451.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30743,36.58393780698045,77.1576201648682,0.17714803547121757,2019,2019-01-01,1404,8,258,25
877,Betacoronavirus_1,LC494134.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30951,37.02949823915221,77.35086053066539,0.1820511320504045,2012-12,2012-12-01,1127,9,260,26
878,Betacoronavirus_1,ON554029.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30702,36.61324995114325,77.1641237265058,0.1753747357491632,2016,2016-01-01,875,4,192,19
879,Betacoronavirus_1,OP037431.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31016,37.07763734846531,77.37079849878376,0.18135992532739373,2019,2019-01-01,1935,18,382,37
880,Betacoronavirus_1,OM397541.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,,Oryx leucoryx,30992,36.941791430046464,77.3271396306514,0.1806827727854716,24-Jan-2019,2019-01-24,522,12,212,21
881,Betacoronavirus_1,EF424620.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,30964,37.12375662059165,77.38943039700843,0.17901454165570022,23-JUL-2016,2016-07-23,1250,8,340,33
882,Betacoronavirus_1,KF530075.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens; sex: F; age: 12Y,30577,36.71714033423815,77.21404990376817,0.17824635042523754,09-Mar-1995,1995-03-09,1254,10,208,21
883,Betacoronavirus_1,ON313744.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,,Myonycteris sp.,28951,39.79482574004352,78.5283644377269,0.12584159908460887,2016-02-28,2016-02-28,3552,22,342,33
884,Betacoronavirus_1,KF923897.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30711,36.62531340562013,77.17773340612968,0.17550740912605445,Jun-2012,2012-06-01,1445,9,258,25
885,Betacoronavirus_1,OK318941.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30646,36.69395942257736,77.19800175796519,0.1759023276334493,29-Nov-2018,2018-11-29,1071,4,192,19
886,Betacoronavirus_1,OP866727.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Dairy Calves,31034,37.065798801314685,77.37351755961453,0.18149491612497887,20-Dec-2021,2021-12-20,1271,8,382,38
887,Betacoronavirus_1,ON554087.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30702,36.561136082339914,77.14656581961515,0.17922255803109444,2019,2019-01-01,1265,9,282,27
888,Betacoronavirus_1,OP037394.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31005,37.05208837284309,77.36270782714672,0.17793798601447253,2021,2021-01-01,1713,13,308,30
889,Betacoronavirus_1,OP037430.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31014,37.080028374282584,77.37903140470797,0.17993925523369173,2019,2019-01-01,1282,12,350,34
890,Betacoronavirus_1,OQ621723.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,dog,30757,36.56228660618476,77.13090799921179,0.19435042015442072,2022,2022-01-01,1320,18,224,22
891,Betacoronavirus_1,OK318917.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30675,36.557457212713935,77.1475620029318,0.17582514659228898,10-Aug-2019,2019-08-10,1080,7,236,23
892,Betacoronavirus_1,OP037372.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31016,37.029275212793394,77.35342250373964,0.18160288711955813,2015,2015-01-01,1233,14,382,37
893,Betacoronavirus_1,LC494179.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30936,37.079777605378844,77.37301800782149,0.18190183526647363,2016-12,2016-12-01,384,3,260,26
894,Betacoronavirus_1,OM386798.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30650,36.57748776508972,77.1562597942982,0.17678613140184868,12-Dec-2021,2021-12-12,1240,7,240,23
895,Betacoronavirus_1,ON544073.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Spermophilus dauricus,31048,37.07163102293223,77.37539399237266,0.1816901691297907,2021,2021-01-01,1195,8,350,35
896,Betacoronavirus_1,OP037407.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,30968,37.05114957375355,77.35843196577366,0.18198479727278588,2021,2021-01-01,730,4,262,26
897,Betacoronavirus_1,OP037416.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31006,37.054118557698516,77.36414042989003,0.1788419499296265,2018,2018-01-01,1480,10,382,37
898,Betacoronavirus_1,MK303624.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30664,36.612966344899554,77.17164376417549,0.17556131462199606,30-MAR-2019,2019-03-30,1156,5,210,21
899,Betacoronavirus_1,KF923918.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30713,36.635952202650344,77.181571577424,0.17646505981057953,May-2010,2010-05-01,1042,13,258,25
900,Betacoronavirus_1,LC494163.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30923,37.06949519774925,77.37559007376376,0.18145173082302402,2006-12,2006-12-01,964,6,260,26
901,Betacoronavirus_1,MW532112.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30677,36.636568112918475,77.18791302951769,0.17645437191318786,05-Jan-2010,2010-01-05,695,2,192,19
902,Betacoronavirus_1,KX538970.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30713,36.62292840165402,77.1737547513805,0.1763222663164815,20-Jun-2012,2012-06-20,1436,12,258,25
903,Betacoronavirus_1,OQ621712.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,dog,30769,36.595274464558486,77.14673856318359,0.19218329507931708,2013,2013-01-01,988,13,224,22
904,Betacoronavirus_1,MN514964.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Camelus dromedarius,30780,36.8554440003899,77.28256100119961,0.18637993319493945,20-Nov-2015,2015-11-20,955,9,176,17
905,Betacoronavirus_1,KY419111.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Sus scrofa scrofa,29866,37.186097903971074,77.44147255530982,0.17319781135308984,08-Aug-2015,2015-08-08,426,9,248,25
906,Betacoronavirus_1,ON554058.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30678,36.5897385748745,77.15954848691428,0.17533017352912486,2018,2018-01-01,939,5,192,19
907,Betacoronavirus_1,MT118692.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30647,36.55822755897804,77.14725038566695,0.17761610518217166,2019,2019-01-01,1158,6,192,19
908,Betacoronavirus_1,ON792941.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Bos taurus; Charolais,31143,36.952124072825356,77.30826930306898,0.177300995710569,04-Nov-2019,2019-11-04,424,11,208,21
909,Betacoronavirus_1,OP037408.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31021,37.02653041488024,77.34807724626029,0.18060829668134462,2021,2021-01-01,1146,15,326,32
910,Betacoronavirus_1,FJ938066.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,30953,37.01657458563536,77.33750421780474,0.1822879088402577,01-Jan-1996,1996-01-01,966,12,260,26
911,Betacoronavirus_1,OK318942.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30689,36.63537388356477,77.1769430769283,0.1758596758559051,20-Dec-2018,2018-12-20,1147,3,258,25
912,Betacoronavirus_1,KF923906.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30737,36.69518820964961,77.2029246838132,0.18081273313942423,Mar-2012,2012-03-01,1485,14,232,22
913,Betacoronavirus_1,LC494133.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30954,36.97098920979518,77.32645507849492,0.1818533116015468,2011-11,2011-11-01,778,9,248,25
914,Betacoronavirus_1,KY369905.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30581,36.62077760701089,77.16917549357038,0.17484121350805046,2016,2016-01-01,1095,7,192,19
915,Betacoronavirus_1,LC654452.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30743,36.590443352958395,77.16066670934094,0.17728301989450898,2018,2018-01-01,1404,8,258,25
916,Betacoronavirus_1,AY903459.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30723,36.698890082348726,77.20803920428926,0.17692240225297812,26-MAY-2005,2005-05-26,1329,11,240,23
917,Betacoronavirus_1,AY391777.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30738,36.804606675775915,77.25082204863202,0.18123431799501474,14-JAN-2005,2005-01-14,1620,22,264,26
918,Betacoronavirus_1,LC494132.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30954,37.06790721716095,77.36443160482452,0.18096339523298413,2011-06,2011-06-01,1133,10,222,22
919,Betacoronavirus_1,OM386795.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30678,36.59299823978095,77.16021100533692,0.1760441125094812,09-Dec-2021,2021-12-09,1238,8,258,25
920,Betacoronavirus_1,MF374984.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30713,36.64231672319332,77.18081104310949,0.17615572174770747,03-Jan-2017,2017-01-03,1500,10,258,25
921,Betacoronavirus_1,MH043954.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Bos taurus,31016,37.096982202734075,77.38377215941472,0.18172589611354775,Apr-2017,2017-04-01,1200,15,326,32
922,Betacoronavirus_1,OP037369.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,30996,37.0305845915602,77.35469294404737,0.18310223628397881,2014,2014-01-01,1469,13,326,32
923,Betacoronavirus_1,AB354579.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,31038,37.03846897351634,77.35026042054767,0.18496716695677223,11-AUG-2007,2007-08-11,1093,13,308,30
924,Betacoronavirus_1,LC654454.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30740,36.59401431359792,77.16266984069034,0.17667752717656296,2018,2018-01-01,1245,10,258,25
925,Betacoronavirus_1,KY369907.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30725,36.637917005695684,77.17831695664137,0.17522615042219888,2016,2016-01-01,1476,8,258,25
926,Betacoronavirus_1,OQ079159.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,,hamster,30689,36.61572550425234,77.16917997365528,0.1737243180711758,Feb-2022,2022-02-01,1211,8,258,25
927,Betacoronavirus_1,OP037406.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,30941,37.03500210077244,77.35557663310658,0.18223979819513167,2021,2021-01-01,513,6,260,26
928,Betacoronavirus_1,KU886219.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Bos taurus; breed: Holstein,30975,36.994350282485875,77.33496268084463,0.1824173849954799,30-May-2015,2015-05-30,704,10,204,20
929,Betacoronavirus_1,KU131570.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30746,36.64866974565797,77.18321108290257,0.18005441509536058,20-Aug-2011,2011-08-20,1305,9,230,22
930,Betacoronavirus_1,KF530078.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens; sex: F; age: 48Y,30568,36.66906568961005,77.19020422398285,0.18159189835315978,17-Dec-1996,1996-12-17,1050,7,166,16
931,Betacoronavirus_1,OL542832.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Sus scrofa,29982,37.065572676939496,77.39838775723052,0.17190661705607735,Jan-2021,2021-01-01,791,15,276,27
932,Betacoronavirus_1,LC315648.2,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30714,36.60871263918734,77.16801719525824,0.1766734154113467,2015,2015-01-01,1392,12,240,23
933,Betacoronavirus_1,KF923920.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30713,36.619672451404945,77.17875813676528,0.17701978997807893,Jul-2007,2007-07-01,1440,11,258,25
934,Betacoronavirus_1,MH685718.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,,Homo sapiens,30520,36.58912188728702,77.16064589587495,0.17999951618153215,2013,2013-01-01,917,14,170,17
935,Betacoronavirus_1,ON554041.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30697,36.64077289640316,77.1799595365739,0.1746409451713248,2016,2016-01-01,1237,8,258,25
936,Betacoronavirus_1,MG757140.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,cattle,31024,37.103532748839605,77.38406848589972,0.18172813535029045,2014,2014-01-01,1093,17,200,20
937,Betacoronavirus_1,LC494162.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30936,37.0862425652961,77.38158842498763,0.18078227969704816,2006-12,2006-12-01,505,3,268,27
938,Betacoronavirus_1,MG977445.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Pan troglodytes verus,30677,36.597450858949706,77.15897972028529,0.1776444261016353,31-Dec-2016,2016-12-31,653,10,174,17
939,Betacoronavirus_1,ON313745.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,,Eidolon helvum,26375,40.8872037914692,79.07178554621771,0.12314854085550758,2016-12-29,2016-12-29,2770,29,310,32
940,Betacoronavirus_1,KU558923.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,,Bubalus bubalis,30985,36.91463611424883,77.30353900881579,0.18432095595952647,01-Oct-2014,2014-10-01,537,10,248,25
941,Betacoronavirus_1,OK073087.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30742,36.5623576865526,77.15183785618461,0.1757987474602457,2014,2014-01-01,1322,6,250,24
942,Betacoronavirus_1,MN306042.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30723,36.59147869674185,77.16116812736578,0.17543525307642446,2019,2019-01-01,1238,8,258,25
943,Betacoronavirus_1,ON376724.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30746,36.80153515904508,77.24810608024234,0.18230112934279744,Mar-2021,2021-03-01,1480,12,274,27
944,Betacoronavirus_1,OK073090.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30752,36.55046826222685,77.14843843563506,0.17708613460054384,2017,2017-01-01,1487,8,258,25
945,Betacoronavirus_1,LC494147.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30944,37.00232678386763,77.33819929433758,0.18352398386914032,2016-11,2016-11-01,1628,16,260,26
946,Betacoronavirus_1,OP037396.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31008,37.08517431547715,77.37685262434547,0.18018627638537632,2021,2021-01-01,1762,10,326,32
947,Betacoronavirus_1,LC494178.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30949,37.09328249701121,77.37882143594624,0.18077971446652805,2016-12,2016-12-01,768,19,260,26
948,Betacoronavirus_1,OP037428.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,bovine,31006,37.064989517819704,77.36613237446096,0.17810303842758962,2018,2018-01-01,1512,17,326,32
949,Betacoronavirus_1,ON792963.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Bos taurus; Aberdeen Angus,30957,36.95448525373906,77.3111528631245,0.1813318639542345,19-Mar-2020,2020-03-19,1027,16,142,15
950,Betacoronavirus_1,KF923902.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30713,36.61641650115586,77.1729307781066,0.1764881051795706,May-2012,2012-05-01,1401,11,258,25
951,Betacoronavirus_1,ON554055.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30679,36.58647890996806,77.15332528612134,0.17816934162131096,2018,2018-01-01,1080,6,210,21
952,Betacoronavirus_1,OQ621708.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,dog,30711,36.61228875647162,77.15474034578358,0.19312076589924157,2013,2013-01-01,963,11,224,22
953,Betacoronavirus_1,ON142318.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,cow,31009,37.07633267760973,77.37124270304571,0.17888438607697757,2021,2021-01-01,1199,7,360,35
954,Betacoronavirus_1,KF923924.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30713,36.63269625240127,77.17804945546425,0.1765720383102493,Jul-2010,2010-07-01,1147,7,258,25
955,Betacoronavirus_1,KY419112.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Sus scrofa scrofa,30531,37.10327208411123,77.40869567898284,0.17207203094358628,01-Aug-2015,2015-08-01,229,3,302,30
956,Betacoronavirus_1,MW532110.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30677,36.61700948593409,77.17331318454438,0.1760852373481359,09-Jun-2009,2009-06-09,851,4,192,19
957,Betacoronavirus_1,ON554028.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,Homo sapiens,30767,36.613904508076835,77.1661128425182,0.1756247212930717,2016,2016-01-01,824,6,192,19
958,Betacoronavirus_1,MN982199.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,calf,31028,37.008508443986074,77.345523145041,0.18370867726197257,01-Nov-2018,2018-11-01,1166,11,308,30
959,Betacoronavirus_1,LC494142.1,Orthocoronavirinae,Betacoronavirus,Embecovirus,Betacoronavirus 1,,30954,37.05498481617885,77.36104313290258,0.18071279928541814,2016-12,2016-12-01,1375,7,268,27
